Date,Time,Precipitation (mm),Relative Humidity (% RH),Temperature (?C)
4/28/2017,5:30 PM,0,65.1,25.9
4/28/2017,5:45 PM,0,67.4,25.4
4/28/2017,6:00 PM,0,69.6,25.1
4/28/2017,6:15 PM,0,71.6,24.5
4/28/2017,6:30 PM,0,72.6,24.2
4/28/2017,6:45 PM,0,72.5,24
4/28/2017,7:00 PM,0,71.5,24
4/28/2017,7:15 PM,0,69.8,23.6
4/28/2017,7:30 PM,0,76.6,23.3
4/28/2017,7:45 PM,0,82.8,22.6
4/28/2017,8:00 PM,0,83.8,22.3
4/28/2017,8:15 PM,0,84.6,22.2
4/28/2017,8:30 PM,0,85,22.2
4/28/2017,8:45 PM,0,85.3,22.3
4/28/2017,9:00 PM,0,85.2,22
4/28/2017,9:15 PM,0,85.5,22
4/28/2017,9:30 PM,0,85,21.9
4/28/2017,9:45 PM,0,84.7,21.9
4/28/2017,10:00 PM,0,85,21.8
4/28/2017,10:15 PM,0,84.9,21.7
4/28/2017,10:30 PM,0,84.9,21.6
4/28/2017,10:45 PM,0,83.9,21.5
4/28/2017,11:00 PM,0,83.4,21.6
4/28/2017,11:15 PM,0,84.6,21.6
4/28/2017,11:30 PM,0,85.8,21.3
4/28/2017,11:45 PM,0,87.3,21.1
4/29/2017,12:00 AM,0,88.7,20.6
4/29/2017,12:15 AM,0,90.1,20.1
4/29/2017,12:30 AM,0,90,19.8
4/29/2017,12:45 AM,0,74.5,19.8
4/29/2017,1:00 AM,0,58.3,20.1
4/29/2017,1:15 AM,0,58.9,19.9
4/29/2017,1:30 AM,0,58,19.3
4/29/2017,1:45 AM,0,58.7,19
4/29/2017,2:00 AM,0,58.7,18.9
4/29/2017,2:15 AM,0,59.1,18.7
4/29/2017,2:30 AM,0,59.4,18.8
4/29/2017,2:45 AM,0,58.5,18.9
4/29/2017,3:00 AM,0,58.4,18.9
4/29/2017,3:15 AM,0,61.8,18
4/29/2017,3:30 AM,0,62.7,17.8
4/29/2017,3:45 AM,0,60.7,17.6
4/29/2017,4:00 AM,0,60.7,17.5
4/29/2017,4:15 AM,0,59.6,17.8
4/29/2017,4:30 AM,0,59.1,17.9
4/29/2017,4:45 AM,0,59.5,17.7
4/29/2017,5:00 AM,0,60.3,17.7
4/29/2017,5:15 AM,0,61.1,17.4
4/29/2017,5:30 AM,0,58.7,17.4
4/29/2017,5:45 AM,0,58,17.8
4/29/2017,6:00 AM,0,60.8,17.6
4/29/2017,6:15 AM,0,61.3,17.8
4/29/2017,6:30 AM,0,56.3,18.9
4/29/2017,6:45 AM,0,55.9,19
4/29/2017,7:00 AM,0,53.8,19.6
4/29/2017,7:15 AM,0,55.5,20
4/29/2017,7:30 AM,0,57.5,20.3
4/29/2017,7:45 AM,0,56.7,21.1
4/29/2017,8:00 AM,0,47.3,23.3
4/29/2017,8:15 AM,0,40.7,24.3
4/29/2017,8:30 AM,0,37.8,24.7
4/29/2017,8:45 AM,0,34.2,25.6
4/29/2017,9:00 AM,0,31,25.8
4/29/2017,9:15 AM,0,30,26.1
4/29/2017,9:30 AM,0,29.9,26.5
4/29/2017,9:45 AM,0,30.3,27
4/29/2017,10:00 AM,0,32.6,26.9
4/29/2017,10:15 AM,0,35.9,27.1
4/29/2017,10:30 AM,0,36.3,27.4
4/29/2017,10:45 AM,0,36,27.4
4/29/2017,11:00 AM,0,34.6,28.1
4/29/2017,11:15 AM,0,33.9,28.3
4/29/2017,11:30 AM,0,33.6,28.5
4/29/2017,11:45 AM,0,28.4,29.2
4/29/2017,12:00 PM,0,30,29.2
4/29/2017,12:15 PM,0,25.2,29.7
4/29/2017,12:30 PM,0,22.5,29.6
4/29/2017,12:45 PM,0,22.2,30.4
4/29/2017,1:00 PM,0,21.6,30.6
4/29/2017,1:15 PM,0,23.8,30.4
4/29/2017,1:30 PM,0,22.2,30.4
4/29/2017,1:45 PM,0,24.2,31
4/29/2017,2:00 PM,0,25.1,31
4/29/2017,2:15 PM,0,27.1,31
4/29/2017,2:30 PM,0,27.4,31
4/29/2017,2:45 PM,0,25.8,30.9
4/29/2017,3:00 PM,0,25,31.6
4/29/2017,3:15 PM,0,23.8,31.2
4/29/2017,3:30 PM,0,24.6,31.5
4/29/2017,3:45 PM,0,24.5,31.4
4/29/2017,4:00 PM,0,23.1,30.9
4/29/2017,4:15 PM,0,21.9,31.5
4/29/2017,4:30 PM,0,22.4,31.3
4/29/2017,4:45 PM,0,24.4,30.3
4/29/2017,5:00 PM,0,22.9,30.1
4/29/2017,5:15 PM,0,22.9,29.8
4/29/2017,5:30 PM,0,22.9,29.5
4/29/2017,5:45 PM,0,24.1,29.3
4/29/2017,6:00 PM,0,23.1,29.1
4/29/2017,6:15 PM,0,23.2,28.6
4/29/2017,6:30 PM,0,23.6,28.1
4/29/2017,6:45 PM,0,26.7,27.5
4/29/2017,7:00 PM,0,43.6,26.7
4/29/2017,7:15 PM,0,48.8,26.3
4/29/2017,7:30 PM,0,50.2,25.8
4/29/2017,7:45 PM,0,50.5,25.5
4/29/2017,8:00 PM,0,51.3,25.2
4/29/2017,8:15 PM,0,52.9,25
4/29/2017,8:30 PM,0,53.5,24.7
4/29/2017,8:45 PM,0,54.6,24.6
4/29/2017,9:00 PM,0,55.3,24.4
4/29/2017,9:15 PM,0,56.3,24.2
4/29/2017,9:30 PM,0,58.1,24.2
4/29/2017,9:45 PM,0,60,23.9
4/29/2017,10:00 PM,0,61.6,23.8
4/29/2017,10:15 PM,0,62.4,23.6
4/29/2017,10:30 PM,0,59.4,23
4/29/2017,10:45 PM,0,59.7,22.6
4/29/2017,11:00 PM,0,61.6,22.8
4/29/2017,11:15 PM,0,63.5,23.1
4/29/2017,11:30 PM,0,67.6,22.9
4/29/2017,11:45 PM,0,70.8,22.6
4/30/2017,12:00 AM,0,72.4,22.4
4/30/2017,12:15 AM,0,73.5,22.2
4/30/2017,12:30 AM,0,75.1,22.2
4/30/2017,12:45 AM,0,76.9,22.2
4/30/2017,1:00 AM,0,77.8,22.1
4/30/2017,1:15 AM,0,79.6,22
4/30/2017,1:30 AM,0,81.2,21.9
4/30/2017,1:45 AM,0,81.5,21.9
4/30/2017,2:00 AM,0,82.1,21.9
4/30/2017,2:15 AM,0,83.1,21.7
4/30/2017,2:30 AM,0,84.1,21.4
4/30/2017,2:45 AM,0,84.7,21.2
4/30/2017,3:00 AM,0,85.4,21.2
4/30/2017,3:15 AM,0,85.9,20.8
4/30/2017,3:30 AM,0,86.7,20.5
4/30/2017,3:45 AM,0,87.6,20.2
4/30/2017,4:00 AM,0,88.4,20.2
4/30/2017,4:15 AM,0,88,20.1
4/30/2017,4:30 AM,0,88.9,19.9
4/30/2017,4:45 AM,0,90,19.7
4/30/2017,5:00 AM,0,91.5,19.7
4/30/2017,5:15 AM,0,92.4,19.7
4/30/2017,5:30 AM,0,93.4,19.6
4/30/2017,5:45 AM,0,94,19.6
4/30/2017,6:00 AM,0,94.4,19.5
4/30/2017,6:15 AM,0,94.3,19.7
4/30/2017,6:30 AM,0,94.3,19.7
4/30/2017,6:45 AM,0,94.2,20
4/30/2017,7:00 AM,0,92.7,20.2
4/30/2017,7:15 AM,0,92.3,20.4
4/30/2017,7:30 AM,0,92.1,20.9
4/30/2017,7:45 AM,0,90.4,21.1
4/30/2017,8:00 AM,0,87.5,21.9
4/30/2017,8:15 AM,0,80.8,23
4/30/2017,8:30 AM,0,77.3,23.8
4/30/2017,8:45 AM,0,73.5,24.4
4/30/2017,9:00 AM,0,70.7,24.8
4/30/2017,9:15 AM,0,67.7,25.3
4/30/2017,9:30 AM,0,64.1,25.5
4/30/2017,9:45 AM,0,58.2,26
4/30/2017,10:00 AM,0,55.9,26.9
4/30/2017,10:15 AM,0,54.5,26.9
4/30/2017,10:30 AM,0,50.4,27.9
4/30/2017,10:45 AM,0,49.7,27.7
4/30/2017,11:00 AM,0,45.8,28.6
4/30/2017,11:15 AM,0,42.6,29.5
4/30/2017,11:30 AM,0,42.3,29.3
4/30/2017,11:45 AM,0,41.6,29.5
4/30/2017,12:00 PM,0,42.2,29.4
4/30/2017,12:15 PM,0,38.5,30.5
4/30/2017,12:30 PM,0,37.1,30.8
4/30/2017,12:45 PM,0,34.9,31.4
4/30/2017,1:00 PM,0,36.3,30.2
4/30/2017,1:15 PM,0,33.6,30.8
4/30/2017,1:30 PM,0,33.5,31.6
4/30/2017,1:45 PM,0,36,32
4/30/2017,2:00 PM,0,36.4,31.4
4/30/2017,2:15 PM,0,36.1,31.4
4/30/2017,2:30 PM,0,47.6,29.1
4/30/2017,2:45 PM,0,54.3,27.1
4/30/2017,3:00 PM,0,52.3,26.4
4/30/2017,3:15 PM,0,55.6,25.9
4/30/2017,3:30 PM,0,76.5,23.4
4/30/2017,3:45 PM,0.2,84.4,21.9
4/30/2017,4:00 PM,0,77.6,22
4/30/2017,4:15 PM,0,68.4,23.2
4/30/2017,4:30 PM,0.6,80.6,21.8
4/30/2017,4:45 PM,2.2,92,20.1
4/30/2017,5:00 PM,1.2,97.3,19.2
4/30/2017,5:15 PM,0,97.9,20
4/30/2017,5:30 PM,0,95.4,20.8
4/30/2017,5:45 PM,0,89.3,21.6
4/30/2017,6:00 PM,0,85.7,21.4
4/30/2017,6:15 PM,0,84.5,21.8
4/30/2017,6:30 PM,0,84.3,22.6
4/30/2017,6:45 PM,0,77.4,22.7
4/30/2017,7:00 PM,0,75,23.2
4/30/2017,7:15 PM,0,74.5,23.1
4/30/2017,7:30 PM,0,76,23.1
4/30/2017,7:45 PM,0,76.4,23.1
4/30/2017,8:00 PM,0,74,22.8
4/30/2017,8:15 PM,0,74.8,23.1
4/30/2017,8:30 PM,0,75.4,22.9
4/30/2017,8:45 PM,0,72.2,23
4/30/2017,9:00 PM,0,70.2,23.3
4/30/2017,9:15 PM,0,70.1,23.6
4/30/2017,9:30 PM,0,71.2,23.4
4/30/2017,9:45 PM,0,72.3,22.9
4/30/2017,10:00 PM,0,75.6,22.5
4/30/2017,10:15 PM,0,75.8,22.2
4/30/2017,10:30 PM,0,79.4,22.1
4/30/2017,10:45 PM,0,81.4,21.7
4/30/2017,11:00 PM,0,81.6,21.5
4/30/2017,11:15 PM,0,81.7,21.4
4/30/2017,11:30 PM,0,82.7,21.4
4/30/2017,11:45 PM,0,85,21.1
5/1/2017,12:00 AM,0,86.3,20.8
5/1/2017,12:15 AM,0,87.5,20.6
5/1/2017,12:30 AM,0,88.4,20.5
5/1/2017,12:45 AM,0,89,20.4
5/1/2017,1:00 AM,0,89.6,20.3
5/1/2017,1:15 AM,0,89.9,20.3
5/1/2017,1:30 AM,0,89.8,20.5
5/1/2017,1:45 AM,0,89.8,20.5
5/1/2017,2:00 AM,0,90,20.4
5/1/2017,2:15 AM,0,90.8,20.2
5/1/2017,2:30 AM,0,91.3,20
5/1/2017,2:45 AM,0,91.3,19.8
5/1/2017,3:00 AM,0,91.5,19.8
5/1/2017,3:15 AM,0,91.9,19.7
5/1/2017,3:30 AM,0,92.4,19.6
5/1/2017,3:45 AM,0,93.1,19.6
5/1/2017,4:00 AM,0,93.9,19.3
5/1/2017,4:15 AM,0,94.6,19.2
5/1/2017,4:30 AM,0,95.1,19
5/1/2017,4:45 AM,0,95.7,18.9
5/1/2017,5:00 AM,0,96.3,18.9
5/1/2017,5:15 AM,0,96.8,18.9
5/1/2017,5:30 AM,0,97.1,18.9
5/1/2017,5:45 AM,0,97.5,19.1
5/1/2017,6:00 AM,0,97.6,18.9
5/1/2017,6:15 AM,0,97.9,18.9
5/1/2017,6:30 AM,0,98.2,18.8
5/1/2017,6:45 AM,0,98.6,18.5
5/1/2017,7:00 AM,0,99.4,18.8
5/1/2017,7:15 AM,0,99,19.2
5/1/2017,7:30 AM,0,98.6,19.9
5/1/2017,7:45 AM,0,95.4,20.6
5/1/2017,8:00 AM,0,89.7,21.5
5/1/2017,8:15 AM,0,90.1,21.3
5/1/2017,8:30 AM,0,88.2,21.1
5/1/2017,8:45 AM,0,85.9,21.9
5/1/2017,9:00 AM,0,82.3,22.6
5/1/2017,9:15 AM,0,80.5,23
5/1/2017,9:30 AM,0,77.9,23.6
5/1/2017,9:45 AM,0,76.9,23.6
5/1/2017,10:00 AM,0,73.6,24.2
5/1/2017,10:15 AM,0,72.3,24.1
5/1/2017,10:30 AM,0,72.4,24.4
5/1/2017,10:45 AM,0,70.5,25.7
5/1/2017,11:00 AM,0,64.9,26.5
5/1/2017,11:15 AM,0,61.1,27.4
5/1/2017,11:30 AM,0,61.4,27.1
5/1/2017,11:45 AM,0,56.6,28.1
5/1/2017,12:00 PM,0,52.7,28.1
5/1/2017,12:15 PM,0,52.2,28.3
5/1/2017,12:30 PM,0,49.8,28.6
5/1/2017,12:45 PM,0,48.5,29.1
5/1/2017,1:00 PM,0,44.7,29.4
5/1/2017,1:15 PM,0,45.5,29.5
5/1/2017,1:30 PM,0,44.2,30.2
5/1/2017,1:45 PM,0,45,29.7
5/1/2017,2:00 PM,0,44.5,29.9
5/1/2017,2:15 PM,0,41.8,30.6
5/1/2017,2:30 PM,0,40.9,30.8
5/1/2017,2:45 PM,0,39.6,30.8
5/1/2017,3:00 PM,0,40.3,30.1
5/1/2017,3:15 PM,0,41.7,29.1
5/1/2017,3:30 PM,0,42.6,29.4
5/1/2017,3:45 PM,0,43.8,29.1
5/1/2017,4:00 PM,0,43.5,29.9
5/1/2017,4:15 PM,0,43.8,30.8
5/1/2017,4:30 PM,0,45.5,30.2
5/1/2017,4:45 PM,0,45.1,30.2
5/1/2017,5:00 PM,0,45.2,30
5/1/2017,5:15 PM,0,45.9,29.1
5/1/2017,5:30 PM,0,47.8,28.6
5/1/2017,5:45 PM,0,50.5,28.2
5/1/2017,6:00 PM,0,51.3,28
5/1/2017,6:15 PM,0,52.8,26.8
5/1/2017,6:30 PM,0,54.5,26.5
5/1/2017,6:45 PM,0,56.2,25.6
5/1/2017,7:00 PM,0,59.4,25
5/1/2017,7:15 PM,0,69.2,23.3
5/1/2017,7:30 PM,0,67.9,22.9
5/1/2017,7:45 PM,0,64.8,23
5/1/2017,8:00 PM,0,62.4,23.2
5/1/2017,8:15 PM,0,60.7,23.3
5/1/2017,8:30 PM,0,63.9,23.2
5/1/2017,8:45 PM,0,73.1,22.5
5/1/2017,9:00 PM,0,71.5,22.6
5/1/2017,9:15 PM,0,70.6,23
5/1/2017,9:30 PM,0,70.4,22.5
5/1/2017,9:45 PM,0,71.4,22.5
5/1/2017,10:00 PM,0,74.2,22.5
5/1/2017,10:15 PM,0,75.9,22.1
5/1/2017,10:30 PM,0,76.6,22.1
5/1/2017,10:45 PM,0,77.2,21.8
5/1/2017,11:00 PM,0,77.6,21.9
5/1/2017,11:15 PM,0,77.5,22
5/1/2017,11:30 PM,0,76.8,22.1
5/1/2017,11:45 PM,0,76.6,21.9
5/2/2017,12:00 AM,0,76.1,21.7
5/2/2017,12:15 AM,0,78.5,21.5
5/2/2017,12:30 AM,0,81.8,21.3
5/2/2017,12:45 AM,0,80,21.2
5/2/2017,1:00 AM,0,79.2,21.2
5/2/2017,1:15 AM,0,79.1,20.7
5/2/2017,1:30 AM,0,81.9,20.7
5/2/2017,1:45 AM,0,82.4,20.5
5/2/2017,2:00 AM,0,82.8,20.3
5/2/2017,2:15 AM,0,83.3,20.4
5/2/2017,2:30 AM,0,83.8,20.2
5/2/2017,2:45 AM,0,85,20.1
5/2/2017,3:00 AM,0,85.3,20
5/2/2017,3:15 AM,0,84.8,20
5/2/2017,3:30 AM,0,84.9,20
5/2/2017,3:45 AM,0,85.8,20
5/2/2017,4:00 AM,0,85.4,19.9
5/2/2017,4:15 AM,0,84.8,19.9
5/2/2017,4:30 AM,0,85,19.8
5/2/2017,4:45 AM,0,83.8,19.9
5/2/2017,5:00 AM,0,82.6,20.2
5/2/2017,5:15 AM,0,84.2,20
5/2/2017,5:30 AM,0,86,19.7
5/2/2017,5:45 AM,0,86.9,19.6
5/2/2017,6:00 AM,0,88.9,19.5
5/2/2017,6:15 AM,0,92,19.3
5/2/2017,6:30 AM,0,93.1,19.2
5/2/2017,6:45 AM,3.2,94.2,19.4
5/2/2017,7:00 AM,1.4,97.7,19.2
5/2/2017,7:15 AM,0,98.8,19.7
5/2/2017,7:30 AM,0,98.2,20.1
5/2/2017,7:45 AM,0,96.7,20.8
5/2/2017,8:00 AM,0,93.9,20.4
5/2/2017,8:15 AM,0,92.2,20.9
5/2/2017,8:30 AM,0,86.5,22.7
5/2/2017,8:45 AM,0,79.5,23.7
5/2/2017,9:00 AM,0,74,25
5/2/2017,9:15 AM,0,71.2,25.1
5/2/2017,9:30 AM,0,70.1,25.5
5/2/2017,9:45 AM,0,68.3,25.5
5/2/2017,10:00 AM,0,65.5,26.2
5/2/2017,10:15 AM,0,63.8,27
5/2/2017,10:30 AM,0,65.2,26
5/2/2017,10:45 AM,0,63.7,26.5
5/2/2017,11:00 AM,0,59.5,27.5
5/2/2017,11:15 AM,0,64.9,26.1
5/2/2017,11:30 AM,0,66.9,25.5
5/2/2017,11:45 AM,0,65.7,25.8
5/2/2017,12:00 PM,0,57,27.8
5/2/2017,12:15 PM,0,56.2,28.8
5/2/2017,12:30 PM,0,59.3,27
5/2/2017,12:45 PM,0,59.9,28.3
5/2/2017,1:00 PM,0,54.8,28.3
5/2/2017,1:15 PM,0,50.5,29.5
5/2/2017,1:30 PM,0,50.4,28.8
5/2/2017,1:45 PM,0,49,29.3
5/2/2017,2:00 PM,0,47.9,29.6
5/2/2017,2:15 PM,0,47.5,29.1
5/2/2017,2:30 PM,0,47.5,28.7
5/2/2017,2:45 PM,0,47.2,28.6
5/2/2017,3:00 PM,0,47.7,28.6
5/2/2017,3:15 PM,0,46,29.2
5/2/2017,3:30 PM,0,49,27.8
5/2/2017,3:45 PM,0,48.2,27.7
5/2/2017,4:00 PM,0,54.7,27.1
5/2/2017,4:15 PM,0,56.1,25.9
5/2/2017,4:30 PM,0,63.6,25
5/2/2017,4:45 PM,0,70.2,24.2
5/2/2017,5:00 PM,0,79.7,22.6
5/2/2017,5:15 PM,0.2,79.1,22.1
5/2/2017,5:30 PM,1,83.5,22.1
5/2/2017,5:45 PM,1.2,89.2,20.9
5/2/2017,6:00 PM,0.8,90.4,20.7
5/2/2017,6:15 PM,0.4,90.7,21
5/2/2017,6:30 PM,0.2,93.2,20.8
5/2/2017,6:45 PM,0,93.3,20.8
5/2/2017,7:00 PM,0.6,93.7,20.5
5/2/2017,7:15 PM,0.4,94.9,19.4
5/2/2017,7:30 PM,0,95.3,18.9
5/2/2017,7:45 PM,0,93.6,18.7
5/2/2017,8:00 PM,0,90.2,18.7
5/2/2017,8:15 PM,3.2,93.9,17.2
5/2/2017,8:30 PM,0.6,96.9,14.7
5/2/2017,8:45 PM,0.4,97.2,15.2
5/2/2017,9:00 PM,0.4,96.4,15.6
5/2/2017,9:15 PM,0.6,95.7,15.6
5/2/2017,9:30 PM,0.4,94,15.3
5/2/2017,9:45 PM,0.4,92.5,16.5
5/2/2017,10:00 PM,0.6,94.7,17.6
5/2/2017,10:15 PM,0,95.2,18.2
5/2/2017,10:30 PM,0,94.4,18.5
5/2/2017,10:45 PM,0,93.9,18.4
5/2/2017,11:00 PM,0,94.3,18.4
5/2/2017,11:15 PM,0,95.1,18.6
5/2/2017,11:30 PM,0,95.8,19
5/2/2017,11:45 PM,0,95.9,18.8
5/3/2017,12:00 AM,0,95.5,19.1
5/3/2017,12:15 AM,0,95.6,19.1
5/3/2017,12:30 AM,0.2,96.8,18.8
5/3/2017,12:45 AM,0,97.1,18.5
5/3/2017,1:00 AM,0,97.3,18.6
5/3/2017,1:15 AM,0,97.9,19
5/3/2017,1:30 AM,0,98.1,18.8
5/3/2017,1:45 AM,0,98.6,18.8
5/3/2017,2:00 AM,0,99,18.7
5/3/2017,2:15 AM,0,99.3,18.5
5/3/2017,2:30 AM,0,99.4,18.2
5/3/2017,2:45 AM,0,99.2,17.5
5/3/2017,3:00 AM,0,99.2,17.3
5/3/2017,3:15 AM,0,99.2,17
5/3/2017,3:30 AM,0,99.2,16.7
5/3/2017,3:45 AM,0,99.3,16.8
5/3/2017,4:00 AM,0,99.5,16.8
5/3/2017,4:15 AM,0,99.4,16.7
5/3/2017,4:30 AM,0,99.6,16.9
5/3/2017,4:45 AM,0,99.4,16.6
5/3/2017,5:00 AM,0,99.3,16.4
5/3/2017,5:15 AM,0,99.5,16.8
5/3/2017,5:30 AM,0,99.8,17.5
5/3/2017,5:45 AM,0,100,18.2
5/3/2017,6:00 AM,0,100,18.4
5/3/2017,6:15 AM,0,100,18.5
5/3/2017,6:30 AM,0,100,18.7
5/3/2017,6:45 AM,0,100,18.8
